date,player_1,player_2,winner,p1_rank,p2_rank,target
2024-07-01,Ben Shelton,Jannik Sinner,Jannik Sinner,14.0,1.0,0
2024-07-01,Daniil Medvedev,Grigor Dimitrov,Daniil Medvedev,5.0,10.0,1
2024-07-01,Ugo Humbert,Carlos Alcaraz,Carlos Alcaraz,16.0,3.0,0
2024-07-01,Tommy Paul,Roberto Bautista Agut,Tommy Paul,13.0,112.0,1
2024-07-01,Giovanni Mpetshi Perricard,Lorenzo Musetti,Lorenzo Musetti,58.0,25.0,0
2024-07-01,Taylor Fritz,Alexander Zverev,Taylor Fritz,12.0,4.0,1
2024-07-01,Arthur Fils,Alex De Minaur,Alex De Minaur,34.0,9.0,0
2024-07-01,Novak Djokovic,Holger Rune,Novak Djokovic,2.0,15.0,1
2024-07-01,Jannik Sinner,Daniil Medvedev,Daniil Medvedev,1.0,5.0,0
2024-07-01,Carlos Alcaraz,Tommy Paul,Carlos Alcaraz,3.0,13.0,1
2024-07-01,Taylor Fritz,Lorenzo Musetti,Lorenzo Musetti,12.0,25.0,0
2024-07-01,Novak Djokovic,Alex De Minaur,Novak Djokovic,2.0,9.0,1
2024-07-01,Daniil Medvedev,Carlos Alcaraz,Carlos Alcaraz,5.0,3.0,0
2024-07-01,Novak Djokovic,Lorenzo Musetti,Novak Djokovic,2.0,25.0,1
2024-07-01,Novak Djokovic,Carlos Alcaraz,Carlos Alcaraz,2.0,3.0,0
2024-07-15,Matteo Berrettini,Quentin Halys,Matteo Berrettini,82.0,192.0,1
2024-07-15,Stefanos Tsitsipas,Matteo Berrettini,Matteo Berrettini,12.0,82.0,0
2024-07-15,Quentin Halys,Jan Lennard Struff,Quentin Halys,192.0,37.0,1
2024-07-15,Fabio Fognini,Stefanos Tsitsipas,Stefanos Tsitsipas,80.0,12.0,0
2024-07-15,Matteo Berrettini,Felix Auger Aliassime,Matteo Berrettini,82.0,18.0,1
2024-07-15,Tomas Martin Etcheverry,Jan Lennard Struff,Jan Lennard Struff,32.0,37.0,0
2024-07-15,Quentin Halys,Gustavo Heide,Quentin Halys,192.0,178.0,1
2024-07-15,Hamad Medjedovic,Stefanos Tsitsipas,Stefanos Tsitsipas,122.0,12.0,0
2024-07-15,Fabio Fognini,Juan Pablo Varillas,Fabio Fognini,80.0,162.0,1
2024-07-15,Yannick Hanfmann,Felix Auger Aliassime,Felix Auger Aliassime,111.0,18.0,0
2024-07-15,Matteo Berrettini,Daniel Elahi Galan,Matteo Berrettini,82.0,142.0,1
2024-07-15,Leandro Riedi,Jan Lennard Struff,Jan Lennard Struff,134.0,37.0,0
2024-07-15,Tomas Martin Etcheverry,Botic Van De Zandschulp,Tomas Martin Etcheverry,32.0,87.0,1
2024-07-15,Lukas Klein,Quentin Halys,Quentin Halys,118.0,192.0,0
2024-07-15,Gustavo Heide,Ugo Humbert,Gustavo Heide,178.0,15.0,1
2024-07-15,Marc Andrea Huesler,Hamad Medjedovic,Hamad Medjedovic,226.0,122.0,0
2024-07-15,Juan Pablo Varillas,Dominic Thiem,Juan Pablo Varillas,162.0,133.0,1
2024-07-15,Titouan Droguet,Fabio Fognini,Fabio Fognini,141.0,80.0,0
2024-07-15,Yannick Hanfmann,Nicolas Moreno De Alboran,Yannick Hanfmann,111.0,143.0,1
2024-07-15,Vit Kopriva,Daniel Elahi Galan,Daniel Elahi Galan,112.0,142.0,0
2024-07-15,Matteo Berrettini,Pedro Cachin,Matteo Berrettini,82.0,110.0,1
2024-07-15,Albert Ramos,Jan Lennard Struff,Jan Lennard Struff,97.0,37.0,0
2024-07-15,Leandro Riedi,Gregoire Barrere,Leandro Riedi,134.0,131.0,1
2024-07-15,Dominic Stricker,Botic Van De Zandschulp,Botic Van De Zandschulp,175.0,87.0,0
2024-07-15,Lukas Klein,Stan Wawrinka,Lukas Klein,118.0,105.0,1
2024-07-15,Richard Gasquet,Quentin Halys,Quentin Halys,132.0,192.0,0
2024-07-15,Gustavo Heide,Stefano Napolitano,Gustavo Heide,178.0,125.0,1
2024-07-15,Alexander Zverev,Arthur Fils,Arthur Fils,4.0,28.0,0
2024-07-15,Alexander Zverev,Pedro Martinez,Alexander Zverev,4.0,49.0,1
2024-07-15,Sebastian Baez,Arthur Fils,Arthur Fils,19.0,28.0,0
2024-07-15,Alexander Zverev,Zhizhen Zhang,Alexander Zverev,4.0,34.0,1
2024-07-15,Francisco Cerundolo,Pedro Martinez,Pedro Martinez,33.0,49.0,0
2024-07-15,Sebastian Baez,Luciano Darderi,Sebastian Baez,19.0,35.0,1
2024-07-15,Holger Rune,Arthur Fils,Arthur Fils,17.0,28.0,0
2024-07-15,Alexander Zverev,Hugo Gaston,Alexander Zverev,4.0,81.0,1
2024-07-15,Flavio Cobolli,Zhizhen Zhang,Zhizhen Zhang,48.0,34.0,0
2024-07-15,Francisco Cerundolo,Maximilian Marterer,Francisco Cerundolo,33.0,108.0,1
2024-07-15,Ugo Blanchet,Pedro Martinez,Pedro Martinez,161.0,49.0,0
2024-07-15,Luciano Darderi,Alexander Shevchenko,Luciano Darderi,35.0,56.0,1
2024-07-15,Dusan Lajovic,Sebastian Baez,Sebastian Baez,55.0,19.0,0
2024-07-15,Arthur Fils,Laslo Djere,Arthur Fils,28.0,57.0,1
2024-07-15,Marco Trungelliti,Holger Rune,Holger Rune,151.0,17.0,0
2024-07-15,Alexander Zverev,Jesper De Jong,Alexander Zverev,4.0,114.0,1
2024-07-15,Facundo Diaz Acosta,Hugo Gaston,Hugo Gaston,77.0,81.0,0
2024-07-15,Flavio Cobolli,Daniel Altmaier,Flavio Cobolli,48.0,71.0,1
2024-07-15,Thiago Seyboth Wild,Zhizhen Zhang,Zhizhen Zhang,72.0,34.0,0
2024-07-15,Francisco Cerundolo,Francisco Comesana,Francisco Cerundolo,33.0,100.0,1
2024-07-15,Soon Woo Kwon,Maximilian Marterer,Maximilian Marterer,349.0,108.0,0
2024-07-15,Ugo Blanchet,Alexei Popyrin,Ugo Blanchet,161.0,43.0,1
2024-07-15,Matteo Arnaldi,Pedro Martinez,Pedro Martinez,39.0,49.0,0
2024-07-15,Luciano Darderi,Nick Hardt,Luciano Darderi,35.0,191.0,1
2024-07-15,Rudolf Molleker,Alexander Shevchenko,Alexander Shevchenko,197.0,56.0,0
2024-07-15,Dusan Lajovic,Felipe Meligeni Alves,Dusan Lajovic,55.0,144.0,1
2024-07-15,Dominik Koepfer,Sebastian Baez,Sebastian Baez,62.0,19.0,0
2024-07-15,Arthur Fils,Jaume Munar,Arthur Fils,28.0,59.0,1
2024-07-15,Zizou Bergs,Laslo Djere,Laslo Djere,73.0,57.0,0
2024-07-15,Marco Trungelliti,Sebastian Ofner,Marco Trungelliti,151.0,50.0,1
2024-07-15,Fabian Marozsan,Holger Rune,Holger Rune,45.0,17.0,0
2024-07-15,Nuno Borges,Rafael Nadal,Nuno Borges,51.0,261.0,1
2024-07-15,Thiago Agustin Tirante,Nuno Borges,Nuno Borges,121.0,51.0,0
2024-07-15,Rafael Nadal,Duje Ajdukovic,Rafael Nadal,261.0,130.0,1
2024-07-15,Roberto Carballes Baena,Thiago Agustin Tirante,Thiago Agustin Tirante,54.0,121.0,0
2024-07-15,Nuno Borges,Timofey Skatov,Nuno Borges,51.0,223.0,1
2024-07-15,Mariano Navone,Rafael Nadal,Rafael Nadal,36.0,261.0,0
2024-07-15,Duje Ajdukovic,Thiago Monteiro,Duje Ajdukovic,130.0,85.0,1
2024-07-15,Andrey Rublev,Thiago Agustin Tirante,Thiago Agustin Tirante,8.0,121.0,0
2024-07-15,Roberto Carballes Baena,Denis Yevseyev,Roberto Carballes Baena,54.0,160.0,1
2024-07-15,Tallon Griekspoor,Timofey Skatov,Timofey Skatov,27.0,223.0,0
2024-07-15,Nuno Borges,Henrique Rocha,Nuno Borges,51.0,182.0,1
2024-07-15,Cameron Norrie,Rafael Nadal,Rafael Nadal,42.0,261.0,0
2024-07-15,Mariano Navone,Sumit Nagal,Mariano Navone,36.0,68.0,1
2024-07-15,Pavel Kotov,Duje Ajdukovic,Duje Ajdukovic,60.0,130.0,0
2024-07-15,Thiago Monteiro,Casper Ruud,Thiago Monteiro,85.0,9.0,1
2024-07-15,Jaime Faria,Thiago Agustin Tirante,Thiago Agustin Tirante,170.0,121.0,0
2024-07-15,Denis Yevseyev,Alexandre Muller,Denis Yevseyev,160.0,103.0,1
2024-07-15,Roman Safiullin,Roberto Carballes Baena,Roberto Carballes Baena,67.0,54.0,0
2024-07-15,Timofey Skatov,Taro Daniel,Timofey Skatov,223.0,90.0,1
2024-07-15,Camilo Ugo Carabelli,Henrique Rocha,Henrique Rocha,96.0,182.0,0
2024-07-15,Nuno Borges,Andrea Pellegrino,Nuno Borges,51.0,153.0,1
2024-07-15,Jozef Kovalik,Cameron Norrie,Cameron Norrie,102.0,42.0,0
2024-07-15,Rafael Nadal,Leo Borg,Rafael Nadal,261.0,461.0,1
2024-07-15,Elias Ymer,Sumit Nagal,Sumit Nagal,202.0,68.0,0
2024-07-15,Pavel Kotov,Cristian Garin,Pavel Kotov,60.0,106.0,1
2024-07-15,Luca Van Assche,Duje Ajdukovic,Duje Ajdukovic,104.0,130.0,0
2024-07-15,Thiago Monteiro,Federico Coria,Thiago Monteiro,85.0,69.0,1
2024-07-15,Alex Michelsen,Marcos Giron,Marcos Giron,61.0,46.0,0
2024-07-15,Alex Michelsen,Reilly Opelka,Alex Michelsen,61.0,1187.0,1
2024-07-15,Christopher Eubanks,Marcos Giron,Marcos Giron,128.0,46.0,0
2024-07-15,Reilly Opelka,Mackenzie Mcdonald,Reilly Opelka,1187.0,99.0,1
2024-07-15,Aleksandar Kovacevic,Alex Michelsen,Alex Michelsen,91.0,61.0,0
2024-07-15,Christopher Eubanks,Aleksandar Vukic,Christopher Eubanks,128.0,65.0,1
2024-07-15,Alex Bolt,Marcos Giron,Marcos Giron,210.0,46.0,0
2024-07-15,Reilly Opelka,Adrian Mannarino,Reilly Opelka,1187.0,25.0,1
2024-07-15,Billy Harris,Mackenzie Mcdonald,Mackenzie Mcdonald,116.0,99.0,0
2024-07-15,Alex Michelsen,Maxime Cressy,Alex Michelsen,61.0,180.0,1
2024-07-15,Arthur Rinderknech,Aleksandar Kovacevic,Aleksandar Kovacevic,66.0,91.0,0
2024-07-15,Aleksandar Vukic,Eliot Spizzirri,Aleksandar Vukic,65.0,393.0,1
2024-07-15,Ethan Quinn,Christopher Eubanks,Christopher Eubanks,254.0,128.0,0
2024-07-15,Alex Bolt,Brandon Nakashima,Alex Bolt,210.0,53.0,1
2024-07-15,Benoit Paire,Marcos Giron,Marcos Giron,227.0,46.0,0
2024-07-15,Reilly Opelka,Constant Lestienne,Reilly Opelka,1187.0,94.0,1
2024-07-15,Gabriel Diallo,Billy Harris,Billy Harris,165.0,116.0,0
2024-07-15,Mackenzie Mcdonald,Rinky Hijikata,Mackenzie Mcdonald,99.0,74.0,1
2024-07-15,Radu Albot,Maxime Cressy,Maxime Cressy,149.0,180.0,0
2024-07-15,Aleksandar Kovacevic,Harold Mayot,Aleksandar Kovacevic,91.0,124.0,1
2024-07-15,Shintaro Mochizuki,Arthur Rinderknech,Arthur Rinderknech,156.0,66.0,0
2024-07-15,Aleksandar Vukic,Coleman Wong,Aleksandar Vukic,65.0,179.0,1
2024-07-15,Li Tu,Eliot Spizzirri,Eliot Spizzirri,208.0,393.0,0
2024-07-15,Ethan Quinn,Marc Polmans,Ethan Quinn,254.0,217.0,1
2024-07-15,Emilio Nava,Brandon Nakashima,Brandon Nakashima,148.0,53.0,0
2024-07-15,Alex Bolt,Jakub Mensik,Alex Bolt,210.0,79.0,1
2024-07-15,Zachary Svajda,Benoit Paire,Benoit Paire,113.0,227.0,0
2024-07-22,Yoshihito Nishioka,Jordan Thompson,Yoshihito Nishioka,86.0,41.0,1
2024-07-22,Juncheng Shang,Jordan Thompson,Jordan Thompson,89.0,41.0,0
2024-07-22,Yoshihito Nishioka,Arthur Rinderknech,Yoshihito Nishioka,86.0,64.0,1
2024-07-22,Max Purcell,Juncheng Shang,Juncheng Shang,66.0,89.0,0
2024-07-22,Jordan Thompson,Alejandro Davidovich Fokina,Jordan Thompson,41.0,43.0,1
2024-07-22,Frances Tiafoe,Yoshihito Nishioka,Yoshihito Nishioka,29.0,86.0,0
2024-07-22,Arthur Rinderknech,Mattia Bellucci,Arthur Rinderknech,64.0,146.0,1
2024-07-22,Ben Shelton,Juncheng Shang,Juncheng Shang,14.0,89.0,0
2024-07-22,Max Purcell,David Goffin,Max Purcell,66.0,98.0,1
2024-07-22,Harold Mayot,Jordan Thompson,Jordan Thompson,122.0,41.0,0
2024-07-22,Alejandro Davidovich Fokina,Reilly Opelka,Alejandro Davidovich Fokina,43.0,430.0,1
2024-07-22,Mackenzie Mcdonald,Yoshihito Nishioka,Yoshihito Nishioka,97.0,86.0,0
2024-07-22,Frances Tiafoe,Aslan Karatsev,Frances Tiafoe,29.0,107.0,1
2024-07-22,Adam Walton,Arthur Rinderknech,Arthur Rinderknech,95.0,64.0,0
2024-07-22,Mattia Bellucci,Adrian Mannarino,Mattia Bellucci,146.0,32.0,1
2024-07-22,Andres Martin,Juncheng Shang,Juncheng Shang,483.0,89.0,0
2024-07-22,David Goffin,Denis Shapovalov,David Goffin,98.0,140.0,1
2024-07-22,Christopher Oconnell,Max Purcell,Max Purcell,93.0,66.0,0
2024-07-22,Harold Mayot,Borna Coric,Harold Mayot,122.0,84.0,1
2024-07-22,Aleksandar Kovacevic,Reilly Opelka,Reilly Opelka,82.0,430.0,0
2024-07-22,Alejandro Davidovich Fokina,Arthur Cazaux,Alejandro Davidovich Fokina,43.0,92.0,1
2024-07-22,Brandon Nakashima,Mackenzie Mcdonald,Mackenzie Mcdonald,55.0,97.0,0
2024-07-22,Yoshihito Nishioka,Zachary Svajda,Yoshihito Nishioka,86.0,115.0,1
2024-07-22,Billy Harris,Aslan Karatsev,Aslan Karatsev,114.0,107.0,0
2024-07-22,Adam Walton,Miomir Kecmanovic,Adam Walton,95.0,52.0,1
2024-07-22,J J Wolf,Arthur Rinderknech,Arthur Rinderknech,120.0,64.0,0
2024-07-22,Mattia Bellucci,Aleksandar Vukic,Mattia Bellucci,146.0,60.0,1
2024-07-22,Hugo Gaston,Matteo Berrettini,Matteo Berrettini,91.0,50.0,0
2024-07-22,Hugo Gaston,Facundo Diaz Acosta,Hugo Gaston,91.0,77.0,1
2024-07-22,Yannick Hanfmann,Matteo Berrettini,Matteo Berrettini,116.0,50.0,0
2024-07-22,Hugo Gaston,Sebastian Baez,Hugo Gaston,91.0,18.0,1
2024-07-22,Pedro Martinez,Facundo Diaz Acosta,Facundo Diaz Acosta,45.0,77.0,0
2024-07-22,Yannick Hanfmann,Thiago Seyboth Wild,Yannick Hanfmann,116.0,72.0,1
2024-07-22,Nicolas Moreno De Alboran,Matteo Berrettini,Matteo Berrettini,143.0,50.0,0
2024-07-22,Sebastian Baez,Thiago Agustin Tirante,Sebastian Baez,18.0,101.0,1
2024-07-22,Roberto Carballes Baena,Hugo Gaston,Hugo Gaston,51.0,91.0,0
2024-07-22,Pedro Martinez,Sumit Nagal,Pedro Martinez,45.0,80.0,1
2024-07-22,Daniel Elahi Galan,Facundo Diaz Acosta,Facundo Diaz Acosta,137.0,77.0,0
2024-07-22,Thiago Seyboth Wild,Laslo Djere,Thiago Seyboth Wild,72.0,57.0,1
2024-07-22,Gustavo Heide,Yannick Hanfmann,Yannick Hanfmann,155.0,116.0,0
2024-07-22,Nicolas Moreno De Alboran,Lukas Neumayer,Nicolas Moreno De Alboran,143.0,289.0,1
2024-07-22,Alejandro Tabilo,Matteo Berrettini,Matteo Berrettini,21.0,50.0,0
2024-07-22,Thiago Agustin Tirante,Dominic Thiem,Thiago Agustin Tirante,101.0,138.0,1
2024-07-22,Daniel Altmaier,Hugo Gaston,Hugo Gaston,71.0,91.0,0
2024-07-22,Roberto Carballes Baena,Marton Fucsovics,Roberto Carballes Baena,51.0,83.0,1
2024-07-22,Lukas Klein,Sumit Nagal,Sumit Nagal,119.0,80.0,0
2024-07-22,Facundo Diaz Acosta,Federico Coria,Facundo Diaz Acosta,77.0,73.0,1
2024-07-22,Hamad Medjedovic,Daniel Elahi Galan,Daniel Elahi Galan,144.0,137.0,0
2024-07-22,Laslo Djere,Vit Kopriva,Laslo Djere,57.0,113.0,1
2024-07-22,Joel Schwaerzler,Thiago Seyboth Wild,Thiago Seyboth Wild,392.0,72.0,0
2024-07-22,Yannick Hanfmann,Jaume Munar,Yannick Hanfmann,116.0,65.0,1
2024-07-22,Sebastian Ofner,Lukas Neumayer,Lukas Neumayer,56.0,289.0,0
2024-07-22,Nicolas Moreno De Alboran,Andrea Collarini,Nicolas Moreno De Alboran,143.0,264.0,1
2024-07-22,Pavel Kotov,Matteo Berrettini,Matteo Berrettini,62.0,50.0,0
2024-07-22,Francisco Cerundolo,Lorenzo Musetti,Francisco Cerundolo,37.0,17.0,1
2024-07-22,Andrey Rublev,Francisco Cerundolo,Francisco Cerundolo,9.0,37.0,0
2024-07-22,Lorenzo Musetti,Jakub Mensik,Lorenzo Musetti,17.0,81.0,1
2024-07-22,Fabian Marozsan,Andrey Rublev,Andrey Rublev,49.0,9.0,0
2024-07-22,Francisco Cerundolo,Lorenzo Sonego,Francisco Cerundolo,37.0,54.0,1
2024-07-22,Chun Hsin Tseng,Jakub Mensik,Jakub Mensik,159.0,81.0,0
2024-07-22,Lorenzo Musetti,Dusan Lajovic,Lorenzo Musetti,17.0,53.0,1
2024-07-22,Camilo Ugo Carabelli,Andrey Rublev,Andrey Rublev,96.0,9.0,0
2024-07-22,Fabian Marozsan,Thiago Monteiro,Fabian Marozsan,49.0,79.0,1
2024-07-22,Matej Dodig,Francisco Cerundolo,Francisco Cerundolo,310.0,37.0,0
2024-07-22,Lorenzo Sonego,Alexandre Muller,Lorenzo Sonego,54.0,102.0,1
2024-07-22,Luciano Darderi,Jakub Mensik,Jakub Mensik,33.0,81.0,0
2024-07-22,Chun Hsin Tseng,Fabio Fognini,Chun Hsin Tseng,159.0,70.0,1
2024-07-22,Flavio Cobolli,Dusan Lajovic,Dusan Lajovic,48.0,53.0,0
2024-07-22,Lorenzo Musetti,Marco Trungelliti,Lorenzo Musetti,17.0,136.0,1
2024-07-22,Luka Mikrut,Camilo Ugo Carabelli,Camilo Ugo Carabelli,350.0,96.0,0
2024-07-22,Fabian Marozsan,Alexander Shevchenko,Fabian Marozsan,49.0,58.0,1
2024-07-22,Tomas Machac,Thiago Monteiro,Thiago Monteiro,39.0,79.0,0
2024-07-22,Matej Dodig,Enzo Couacaud,Matej Dodig,310.0,205.0,1
2024-07-22,Mili Poljicak,Lorenzo Sonego,Lorenzo Sonego,481.0,54.0,0
2024-07-22,Alexandre Muller,Matteo Arnaldi,Alexandre Muller,102.0,40.0,1
2024-07-22,Duje Ajdukovic,Luciano Darderi,Luciano Darderi,110.0,33.0,0
2024-07-22,Jakub Mensik,Alexei Popyrin,Jakub Mensik,81.0,46.0,1
2024-07-22,Luca Van Assche,Fabio Fognini,Fabio Fognini,104.0,70.0,0
2024-07-22,Flavio Cobolli,Mariano Navone,Flavio Cobolli,48.0,36.0,1
2024-07-22,Filip Misolic,Dusan Lajovic,Dusan Lajovic,228.0,53.0,0
2024-07-22,Marco Trungelliti,Guido Andreozzi,Marco Trungelliti,136.0,406.0,1
2024-07-29,Flavio Cobolli,Sebastian Korda,Sebastian Korda,48.0,22.0,0
2024-07-29,Sebastian Korda,Frances Tiafoe,Sebastian Korda,22.0,29.0,1
2024-07-29,Ben Shelton,Flavio Cobolli,Flavio Cobolli,14.0,48.0,0
2024-07-29,Frances Tiafoe,Andrey Rublev,Frances Tiafoe,29.0,8.0,1
2024-07-29,Jordan Thompson,Sebastian Korda,Sebastian Korda,33.0,22.0,0
2024-07-29,Flavio Cobolli,Alex Michelsen,Flavio Cobolli,48.0,60.0,1
2024-07-29,Denis Shapovalov,Ben Shelton,Ben Shelton,139.0,14.0,0
2024-07-29,Andrey Rublev,Arthur Rinderknech,Andrey Rublev,8.0,68.0,1
2024-07-29,Aleksandar Kovacevic,Frances Tiafoe,Frances Tiafoe,82.0,29.0,0
2024-07-29,Sebastian Korda,Thanasi Kokkinakis,Sebastian Korda,22.0,91.0,1
2024-07-29,Giovanni Mpetshi Perricard,Jordan Thompson,Jordan Thompson,49.0,33.0,0
2024-07-29,Flavio Cobolli,Alejandro Davidovich Fokina,Flavio Cobolli,48.0,44.0,1
2024-07-29,Seong Chan Hong,Alex Michelsen,Alex Michelsen,175.0,60.0,0
2024-07-29,Denis Shapovalov,Miomir Kecmanovic,Denis Shapovalov,139.0,51.0,1
2024-07-29,Brandon Nakashima,Ben Shelton,Ben Shelton,54.0,14.0,0
2024-07-29,Andrey Rublev,Luca Van Assche,Andrey Rublev,8.0,118.0,1
2024-07-29,Juncheng Shang,Arthur Rinderknech,Arthur Rinderknech,73.0,68.0,0
2024-07-29,Aleksandar Kovacevic,Roberto Carballes Baena,Aleksandar Kovacevic,82.0,53.0,1
2024-07-29,Daniel Elahi Galan,Frances Tiafoe,Frances Tiafoe,124.0,29.0,0
2024-07-29,Sebastian Korda,Cristian Garin,Sebastian Korda,22.0,115.0,1
2024-07-29,Aleksandar Vukic,Thanasi Kokkinakis,Thanasi Kokkinakis,85.0,91.0,0
2024-07-29,Giovanni Mpetshi Perricard,Emil Ruusuvuori,Giovanni Mpetshi Perricard,49.0,71.0,1
2024-07-29,Reilly Opelka,Jordan Thompson,Jordan Thompson,371.0,33.0,0
2024-07-29,Alejandro Davidovich Fokina,Mitchell Krueger,Alejandro Davidovich Fokina,44.0,192.0,1
2024-07-29,David Goffin,Flavio Cobolli,Flavio Cobolli,100.0,48.0,0
2024-07-29,Alex Michelsen,Mattia Bellucci,Alex Michelsen,60.0,125.0,1
2024-07-29,Karen Khachanov,Seong Chan Hong,Seong Chan Hong,21.0,175.0,0
2024-07-29,Denis Shapovalov,Adrian Mannarino,Denis Shapovalov,139.0,32.0,1
2024-07-29,J J Wolf,Miomir Kecmanovic,Miomir Kecmanovic,143.0,51.0,0
2024-07-29,Brandon Nakashima,Christopher Oconnell,Brandon Nakashima,54.0,94.0,1
2024-07-29,Radu Albot,Ben Shelton,Ben Shelton,152.0,14.0,0
2024-07-29,Luca Van Assche,Arthur Cazaux,Luca Van Assche,118.0,95.0,1
2024-07-29,Elias Ymer,Juncheng Shang,Juncheng Shang,216.0,73.0,0
2024-07-29,Aleksandar Kovacevic,Yoshihito Nishioka,Aleksandar Kovacevic,82.0,50.0,1
2024-07-29,Maxime Cressy,Daniel Elahi Galan,Daniel Elahi Galan,173.0,124.0,0
2024-07-29,Cristian Garin,Aslan Karatsev,Cristian Garin,115.0,102.0,1
2024-07-29,Max Purcell,Thanasi Kokkinakis,Thanasi Kokkinakis,59.0,91.0,0
2024-07-29,Emil Ruusuvuori,Borna Coric,Emil Ruusuvuori,71.0,83.0,1
2024-07-29,James Duckworth,Reilly Opelka,Reilly Opelka,81.0,371.0,0
2024-07-29,Mitchell Krueger,Luca Nardi,Mitchell Krueger,192.0,78.0,1
2024-07-29,Camilo Ugo Carabelli,David Goffin,David Goffin,92.0,100.0,0
2024-07-29,Mattia Bellucci,Mackenzie Mcdonald,Mattia Bellucci,125.0,93.0,1
2024-07-29,Adam Walton,Seong Chan Hong,Seong Chan Hong,89.0,175.0,0
2024-07-29,Denis Shapovalov,Roberto Bautista Agut,Denis Shapovalov,139.0,76.0,1
2024-07-29,Zachary Svajda,J J Wolf,J J Wolf,109.0,143.0,0
2024-07-29,Christopher Oconnell,Harold Mayot,Christopher Oconnell,94.0,114.0,1
2024-07-29,Facundo Diaz Acosta,Radu Albot,Radu Albot,62.0,152.0,0
2024-07-29,Marton Fucsovics,Rafael Nadal,Rafael Nadal,86.0,161.0,0
2024-07-29,Dominik Koepfer,Milos Raonic,Dominik Koepfer,70.0,177.0,1
2024-07-29,Arthur Fils,Matteo Arnaldi,Matteo Arnaldi,23.0,45.0,0
2024-07-29,Sebastian Baez,Thiago Monteiro,Sebastian Baez,18.0,77.0,1
2024-07-29,Christopher Eubanks,Benjamin Hassan,Benjamin Hassan,110.0,170.0,0
2024-07-29,Daniel Evans,Moez Echargui,Daniel Evans,58.0,382.0,1
2024-07-29,Zizou Bergs,Stefanos Tsitsipas,Stefanos Tsitsipas,88.0,11.0,0
2024-07-29,Alexander Zverev,Jaume Munar,Alexander Zverev,4.0,72.0,1
2024-07-29,Zhizhen Zhang,Tomas Machac,Tomas Machac,41.0,39.0,0
2024-07-29,Stan Wawrinka,Pavel Kotov,Stan Wawrinka,149.0,64.0,1
2024-07-29,Nicolas Jarry,Alexei Popyrin,Alexei Popyrin,24.0,63.0,0
2024-07-29,Lorenzo Musetti,Gael Monfils,Lorenzo Musetti,16.0,31.0,1
2024-07-29,Nuno Borges,Mariano Navone,Mariano Navone,43.0,37.0,0
2024-07-29,Jack Draper,Kei Nishikori,Jack Draper,27.0,581.0,1
2024-07-29,Alexander Bublik,Taylor Fritz,Taylor Fritz,25.0,12.0,0
2024-07-29,Casper Ruud,Taro Daniel,Casper Ruud,9.0,90.0,1
2024-07-29,Pedro Martinez,Andrea Vavassori,Andrea Vavassori,42.0,206.0,0
2024-07-29,Francisco Cerundolo,Tomas Barrios Vera,Francisco Cerundolo,26.0,165.0,1
2024-07-29,Fabian Marozsan,Ugo Humbert,Ugo Humbert,47.0,15.0,0
2024-07-29,Felix Auger Aliassime,Marcos Giron,Felix Auger Aliassime,19.0,38.0,1
2024-07-29,Dusan Lajovic,Maximilian Marterer,Maximilian Marterer,52.0,116.0,0
2024-07-29,Sebastian Ofner,Robin Haase,Sebastian Ofner,55.0,1199.0,1
2024-07-29,Rinky Hijikata,Daniil Medvedev,Daniil Medvedev,80.0,5.0,0
2024-07-29,Sumit Nagal,Corentin Moutet,Corentin Moutet,75.0,69.0,0
2024-07-29,Jakub Mensik,Alexander Shevchenko,Jakub Mensik,65.0,56.0,1
2024-07-29,Luciano Darderi,Tommy Paul,Tommy Paul,34.0,13.0,0
2024-07-29,Roman Safiullin,Alejandro Tabilo,Roman Safiullin,66.0,20.0,1
2024-07-29,Thiago Seyboth Wild,Tomas Martin Etcheverry,Tomas Martin Etcheverry,67.0,36.0,0
2024-07-29,Hady Habib,Carlos Alcaraz,Carlos Alcaraz,274.0,3.0,0
2024-07-29,Novak Djokovic,Rafael Nadal,Novak Djokovic,2.0,161.0,1
2024-07-29,Matteo Arnaldi,Dominik Koepfer,Dominik Koepfer,45.0,70.0,0
2024-07-29,Sebastian Baez,Benjamin Hassan,Sebastian Baez,18.0,170.0,1
2024-07-29,Daniel Evans,Stefanos Tsitsipas,Stefanos Tsitsipas,58.0,11.0,0
2024-07-29,Alexander Zverev,Tomas Machac,Alexander Zverev,4.0,39.0,1
2024-07-29,Stan Wawrinka,Alexei Popyrin,Alexei Popyrin,149.0,63.0,0
2024-07-29,Lorenzo Musetti,Mariano Navone,Lorenzo Musetti,16.0,37.0,1
2024-07-29,Jack Draper,Taylor Fritz,Taylor Fritz,27.0,12.0,0
2024-07-29,Casper Ruud,Andrea Vavassori,Casper Ruud,9.0,206.0,1
2024-07-29,Ugo Humbert,Francisco Cerundolo,Francisco Cerundolo,15.0,26.0,0
2024-07-29,Felix Auger Aliassime,Maximilian Marterer,Felix Auger Aliassime,19.0,116.0,1
2024-07-29,Sebastian Ofner,Daniil Medvedev,Daniil Medvedev,55.0,5.0,0
2024-07-29,Jan Lennard Struff,Corentin Moutet,Jan Lennard Struff,35.0,69.0,1
2024-07-29,Jakub Mensik,Tommy Paul,Tommy Paul,65.0,13.0,0
2024-07-29,Roman Safiullin,Tomas Martin Etcheverry,Roman Safiullin,66.0,36.0,1
